Point No,Type,Block No,Block Name,Longitude,Latitude,Easting UTM,Northing UTM,UTM Zone,Azimuth (deg),Distance (m),Elevation (m),Verified,Remarks
P1359,interpolated,5,Block 5,85.0480219,27.4473300,307084.71,3037497.82,45,184.77,20.00,720.00,No,
P1360,interpolated,,,85.0480051,27.4471508,307082.74,3037477.99,45,184.77,20.00,729.00,No,
P1361,interpolated,5,Block 5,85.0479882,27.4469715,307080.76,3037458.15,45,184.77,20.00,729.00,No,
P1362,interpolated,,,85.0479714,27.4467923,307078.78,3037438.32,45,184.77,15.92,729.00,No,
P1363,vertex,,,85.0479580,27.4466496,307077.21,3037422.52,45,175.24,20.00,733.00,No,
P1364,interpolated,,,85.0479748,27.4464704,307078.56,3037402.64,45,175.24,20.00,733.00,No,
P1365,interpolated,,,85.0479916,27.4462911,307079.91,3037382.75,45,175.24,20.00,745.00,No,
P1366,interpolated,,,85.0480084,27.4461119,307081.26,3037362.87,45,175.24,20.00,753.00,No,
P1367,interpolated,,,85.0480252,27.4459326,307082.61,3037342.98,45,175.24,10.61,753.00,No,
P1368,vertex,,,85.0480341,27.4458376,307083.32,3037332.43,45,242.45,20.00,757.00,No,
P1369,interpolated,5,Block 5,85.0478544,27.4457544,307065.41,3037323.50,45,242.45,20.00,761.00,No,
P1370,interpolated,,,85.0476747,27.4456712,307047.50,3037314.56,45,242.45,20.00,761.00,No,
P1371,interpolated,,,85.0474950,27.4455880,307029.59,3037305.62,45,242.45,20.00,765.00,No,
P1372,interpolated,5,Block 5,85.0473153,27.4455049,307011.68,3037296.69,45,242.45,17.61,760.00,No,
P1373,vertex,5,Block 5,85.0471571,27.4454316,306995.92,3037288.81,45,178.76,20.00,760.00,No,
P1374,interpolated,,,85.0471615,27.4452518,306996.04,3037268.88,45,178.76,20.00,767.00,No,
P1375,interpolated,,,85.0471659,27.4450720,306996.16,3037248.95,45,178.76,20.00,767.00,No,
P1376,interpolated,5,Block 5,85.0471702,27.4448921,306996.27,3037229.01,45,178.76,20.00,771.00,No,
P1377,interpolated,5,Block 5,85.0471746,27.4447123,306996.40,3037209.08,45,178.76,20.00,769.00,No,
P1378,interpolated,5,Block 5,85.0471790,27.4445325,306996.52,3037189.15,45,178.76,20.00,769.00,No,
P1379,interpolated,,,85.0471834,27.4443527,306996.64,3037169.22,45,178.76,20.00,766.00,No,
P1380,interpolated,,,85.0471878,27.4441728,306996.76,3037149.28,45,178.76,20.00,769.00,No,
P1381,interpolated,,,85.0471922,27.4439930,306996.88,3037129.35,45,178.76,13.11,769.00,No,
P1382,vertex,5,Block 5,85.0471950,27.4438751,306996.96,3037116.29,45,185.22,20.00,769.00,No,
P1383,interpolated,,,85.0471766,27.4436960,306994.82,3037096.47,45,185.22,20.00,771.00,No,
P1384,interpolated,5,Block 5,85.0471581,27.4435169,306992.68,3037076.65,45,185.22,20.00,771.00,No,
P1385,interpolated,5,Block 5,85.0471397,27.4433378,306990.55,3037056.84,45,185.22,20.00,770.00,No,
P1386,interpolated,,,85.0471213,27.4431587,306988.42,3037037.02,45,185.22,20.00,775.00,No,
P1387,interpolated,5,Block 5,85.0471028,27.4429795,306986.28,3037017.19,45,185.22,4.88,775.00,No,
P1388,vertex,4,Block 4,85.0470983,27.4429358,306985.76,3037012.36,45,259.83,20.00,774.00,No,
P1389,interpolated,5,Block 5,85.0468988,27.4429041,306965.98,3037009.16,45,259.83,20.00,774.00,No,
P1390,interpolated,4,Block 4,85.0466994,27.4428723,306946.22,3037005.94,45,259.83,20.00,771.00,No,
P1391,interpolated,5,Block 5,85.0464999,27.4428406,306926.44,3037002.74,45,259.83,20.00,765.00,No,
P1392,interpolated,4,Block 4,85.0463004,27.4428088,306906.66,3036999.53,45,259.83,7.35,765.00,No,
P1393,vertex,4,Block 4,85.0462271,27.4427971,306899.40,3036998.34,45,273.82,20.00,758.00,No,
P1394,interpolated,4,Block 4,85.0460248,27.4428091,306879.42,3036999.99,45,273.82,20.00,758.00,No,
P1395,interpolated,4,Block 4,85.0458226,27.4428211,306859.45,3037001.63,45,273.82,20.00,753.00,No,
P1396,interpolated,5,Block 5,85.0456204,27.4428331,306839.48,3037003.28,45,273.82,20.00,750.00,No,
P1397,interpolated,5,Block 5,85.0454182,27.4428451,306819.51,3037004.92,45,273.82,9.46,750.00,No,
P1398,vertex,4,Block 4,85.0453225,27.4428507,306810.06,3037005.69,45,280.63,20.00,750.00,No,
P1399,interpolated,4,Block 4,85.0451233,27.4428839,306790.43,3037009.68,45,280.63,20.00,751.00,No,
P1400,interpolated,5,Block 5,85.0449241,27.4429171,306770.79,3037013.67,45,280.63,20.00,754.00,No,
P1401,interpolated,4,Block 4,85.0447249,27.4429502,306751.16,3037017.64,45,280.63,20.00,754.00,No,
P1402,interpolated,4,Block 4,85.0445257,27.4429834,306731.52,3037021.63,45,280.63,16.87,754.00,No,
P1403,vertex,5,Block 5,85.0443577,27.4430114,306714.96,3037025.00,45,291.51,20.00,751.00,No,
P1404,interpolated,4,Block 4,85.0441691,27.4430773,306696.44,3037032.59,45,291.51,20.00,751.00,No,
P1405,interpolated,5,Block 5,85.0439806,27.4431433,306677.92,3037040.20,45,291.51,20.00,751.00,No,
P1406,interpolated,4,Block 4,85.0437920,27.4432092,306659.39,3037047.79,45,291.51,20.00,754.00,No,
P1407,interpolated,4,Block 4,85.0436034,27.4432751,306640.86,3037055.39,45,291.51,20.00,754.00,No,
P1408,interpolated,5,Block 5,85.0434149,27.4433411,306622.34,3037063.00,45,291.51,5.53,751.00,No,
P1409,vertex,4,Block 4,85.0433627,27.4433593,306617.21,3037065.09,45,261.57,20.00,751.00,No,
P1410,interpolated,5,Block 5,85.0431623,27.4433330,306597.35,3037062.49,45,261.57,20.00,747.00,No,
P1411,interpolated,5,Block 5,85.0429618,27.4433066,306577.49,3037059.88,45,261.57,20.00,747.00,No,
P1412,interpolated,4,Block 4,85.0427613,27.4432802,306557.62,3037057.26,45,261.57,20.00,744.00,No,
P1413,interpolated,5,Block 5,85.0425608,27.4432539,306537.75,3037054.66,45,261.57,20.00,744.00,No,
P1414,interpolated,5,Block 5,85.0423603,27.4432275,306517.89,3037052.05,45,261.57,20.00,743.00,No,
P1415,interpolated,4,Block 4,85.0421599,27.4432011,306498.03,3037049.44,45,261.57,20.00,740.00,No,
P1416,interpolated,5,Block 5,85.0419594,27.4431748,306478.16,3037046.83,45,261.57,10.40,737.00,No,
P1417,vertex,5,Block 5,85.0418551,27.4431611,306467.83,3037045.48,45,240.65,20.00,724.00,No,
P1418,interpolated,5,Block 5,85.0416785,27.4430729,306450.22,3037035.98,45,240.65,20.00,724.00,No,
P1419,interpolated,5,Block 5,85.0415018,27.4429847,306432.59,3037026.48,45,240.65,20.00,724.00,No,
P1420,interpolated,5,Block 5,85.0413252,27.4428966,306414.98,3037017.00,45,240.65,20.00,711.00,No,
P1421,interpolated,4,Block 4,85.0411486,27.4428084,306397.37,3037007.50,45,240.65,20.00,703.00,No,
P1422,interpolated,4,Block 4,85.0409719,27.4427202,306379.75,3036998.00,45,240.65,9.25,703.00,No,
P1423,vertex,4,Block 4,85.0408902,27.4426794,306371.60,3036993.61,45,229.64,20.00,693.00,No,
P1424,interpolated,5,Block 5,85.0407358,27.4425630,306356.13,3036980.95,45,229.64,20.00,698.00,No,
P1425,interpolated,5,Block 5,85.0405814,27.4424465,306340.66,3036968.28,45,229.64,20.00,687.00,No,
P1426,interpolated,5,Block 5,85.0404269,27.4423300,306325.19,3036955.62,45,229.64,18.10,685.00,No,
P1427,vertex,5,Block 5,85.0402872,27.4422246,306311.19,3036944.15,45,225.00,20.00,678.00,No,
P1428,interpolated,5,Block 5,85.0401438,27.4420974,306296.80,3036930.28,45,225.00,20.00,678.00,No,
P1429,interpolated,5,Block 5,85.0400005,27.4419702,306282.41,3036916.41,45,225.00,20.00,664.00,No,
P1430,interpolated,4,Block 4,85.0398572,27.4418430,306268.02,3036902.54,45,225.00,20.00,664.00,No,
P1431,interpolated,5,Block 5,85.0397139,27.4417159,306253.63,3036888.68,45,225.00,20.00,655.00,No,
P1432,interpolated,5,Block 5,85.0395706,27.4415887,306239.24,3036874.81,45,225.00,9.41,655.00,No,
P1433,vertex,5,Block 5,85.0395032,27.4415289,306232.47,3036868.29,45,220.77,20.00,647.00,No,
P1434,interpolated,5,Block 5,85.0393708,27.4413926,306219.15,3036853.39,45,220.77,20.00,647.00,No,
P1435,interpolated,5,Block 5,85.0392385,27.4412564,306205.83,3036838.51,45,220.77,20.00,632.00,No,
P1436,interpolated,4,Block 4,85.0391062,27.4411202,306192.51,3036823.62,45,220.77,20.00,632.00,No,
P1437,interpolated,4,Block 4,85.0389739,27.4409840,306179.20,3036808.74,45,220.77,20.00,616.00,No,
P1438,interpolated,5,Block 5,85.0388415,27.4408478,306165.87,3036793.85,45,220.77,13.93,616.00,No,
P1439,vertex,4,Block 4,85.0387494,27.4407529,306156.60,3036783.48,45,215.27,20.00,616.00,No,
P1440,interpolated,4,Block 4,85.0386323,27.4406060,306144.76,3036767.39,45,215.27,20.00,607.00,No,
P1441,interpolated,4,Block 4,85.0385153,27.4404592,306132.94,3036751.30,45,215.27,20.00,604.00,No,
P1442,interpolated,5,Block 5,85.0383982,27.4403124,306121.11,3036735.22,45,215.27,20.00,598.00,No,
P1443,interpolated,4,Block 4,85.0382812,27.4401655,306109.28,3036719.13,45,215.27,20.00,593.00,No,
P1444,interpolated,4,Block 4,85.0381642,27.4400187,306097.46,3036703.04,45,215.27,20.00,582.00,No,
P1445,interpolated,5,Block 5,85.0380471,27.4398719,306085.63,3036686.96,45,215.27,20.00,581.00,No,
P1446,interpolated,4,Block 4,85.0379301,27.4397250,306073.80,3036670.87,45,215.27,9.43,569.00,No,
P1447,vertex,5,Block 5,85.0378749,27.4396558,306068.23,3036663.28,45,204.45,20.00,561.00,No,
P1448,interpolated,4,Block 4,85.0377911,27.4394921,306059.66,3036645.28,45,204.45,20.00,561.00,No,
P1449,interpolated,4,Block 4,85.0377072,27.4393283,306051.07,3036627.26,45,204.45,20.00,557.00,No,
P1450,interpolated,5,Block 5,85.0376233,27.4391646,306042.49,3036609.25,45,204.45,20.00,544.00,No,
P1451,interpolated,4,Block 4,85.0375395,27.4390008,306033.92,3036591.23,45,204.45,20.00,547.00,No,
P1452,interpolated,4,Block 4,85.0374556,27.4388371,306025.34,3036573.22,45,204.45,7.86,551.00,No,
P1453,vertex,5,Block 5,85.0374226,27.4387728,306021.97,3036566.15,45,203.36,20.00,551.00,No,
P1454,interpolated,4,Block 4,85.0373423,27.4386076,306013.74,3036547.97,45,203.36,20.00,536.00,No,
P1455,interpolated,5,Block 5,85.0372619,27.4384425,306005.50,3036529.80,45,203.36,20.00,534.00,No,
P1456,interpolated,4,Block 4,85.0371816,27.4382774,305997.27,3036511.63,45,203.36,20.00,532.00,No,
P1457,interpolated,5,Block 5,85.0371012,27.4381123,305989.04,3036493.47,45,203.36,20.00,524.00,No,
P1458,interpolated,4,Block 4,85.0370209,27.4379471,305980.81,3036475.29,45,203.36,20.00,524.00,No,
P1459,interpolated,5,Block 5,85.0369405,27.4377820,305972.57,3036457.12,45,203.36,20.00,521.00,No,
P1460,interpolated,4,Block 4,85.0368602,27.4376169,305964.34,3036438.95,45,203.36,2.60,510.00,No,
P1461,vertex,5,Block 5,85.0368497,27.4375954,305963.27,3036436.58,45,207.10,20.00,510.00,No,
P1462,interpolated,5,Block 5,85.0367574,27.4374353,305953.86,3036418.99,45,207.10,20.00,506.00,No,
P1463,interpolated,5,Block 5,85.0366651,27.4372752,305944.46,3036401.39,45,207.10,20.00,506.00,No,
P1464,interpolated,4,Block 4,85.0365728,27.4371150,305935.05,3036383.79,45,207.10,20.00,493.00,No,
P1465,interpolated,4,Block 4,85.0364805,27.4369549,305925.65,3036366.19,45,207.10,9.70,488.00,No,
P1466,vertex,5,Block 5,85.0364357,27.4368773,305921.08,3036357.66,45,328.50,20.00,488.00,No,
P1467,interpolated,,,85.0363298,27.4370306,305910.88,3036374.81,45,328.50,20.00,493.00,No,
P1468,interpolated,5,Block 5,85.0362239,27.4371840,305900.68,3036391.98,45,328.50,20.00,481.00,No,
P1469,interpolated,,,85.0361180,27.4373373,305890.48,3036409.13,45,328.50,20.00,477.00,No,
P1470,interpolated,,,85.0360121,27.4374907,305880.28,3036426.29,45,328.50,0.18,467.00,No,
P1471,vertex,,,85.0360112,27.4374920,305880.19,3036426.44,45,,20.00,467.00,No,
P1472,interpolated,5,Block 5,85.0360112,27.4376719,305880.51,3036446.37,45,,20.00,467.00,No,
P1473,interpolated,,,85.0360112,27.4378518,305880.82,3036466.30,45,,20.00,471.00,No,
P1474,interpolated,,,85.0360112,27.4380316,305881.14,3036486.23,45,,20.00,471.00,No,
P1475,interpolated,,,85.0360112,27.4382115,305881.45,3036506.16,45,,20.00,471.00,No,
P1476,interpolated,,,85.0360112,27.4383914,305881.77,3036526.09,45,,20.00,467.00,No,
P1477,interpolated,5,Block 5,85.0360113,27.4385712,305882.09,3036546.02,45,,20.00,467.00,No,
P1478,interpolated,5,Block 5,85.0360113,27.4387511,305882.41,3036565.95,45,,20.00,467.00,No,
P1479,interpolated,5,Block 5,85.0360113,27.4389310,305882.72,3036585.88,45,,16.84,469.00,No,
P1480,vertex,5,Block 5,85.0360113,27.4390824,305882.99,3036602.66,45,7.77,20.00,469.00,No,
P1481,interpolated,5,Block 5,85.0360387,27.4392606,305886.01,3036622.36,45,7.77,20.00,464.00,No,
P1482,interpolated,5,Block 5,85.0360661,27.4394388,305889.03,3036642.06,45,7.77,20.00,469.00,No,
P1483,interpolated,5,Block 5,85.0360935,27.4396171,305892.05,3036661.78,45,7.77,20.00,469.00,No,
P1484,interpolated,5,Block 5,85.0361209,27.4397953,305895.07,3036681.48,45,7.77,20.00,467.00,No,
P1485,interpolated,,,85.0361482,27.4399735,305898.08,3036701.18,45,7.77,20.00,463.00,No,
P1486,interpolated,,,85.0361756,27.4401517,305901.10,3036720.88,45,7.77,20.00,463.00,No,
P1487,interpolated,,,85.0362030,27.4403299,305904.12,3036740.59,45,7.77,20.00,466.00,No,
P1488,interpolated,,,85.0362304,27.4405081,305907.14,3036760.29,45,7.77,7.08,471.00,No,
P1489,vertex,,,85.0362401,27.4405712,305908.21,3036767.27,45,10.54,20.00,471.00,No,
P1490,interpolated,,,85.0362772,27.4407481,305912.19,3036786.81,45,10.54,20.00,473.00,No,
P1491,interpolated,5,Block 5,85.0363143,27.4409249,305916.17,3036806.34,45,10.54,20.00,473.00,No,
P1492,interpolated,5,Block 5,85.0363514,27.4411017,305920.14,3036825.87,45,10.54,20.00,479.00,No,
P1493,interpolated,,,85.0363884,27.4412786,305924.11,3036845.42,45,10.54,20.00,479.00,No,
P1494,interpolated,,,85.0364255,27.4414554,305928.09,3036864.95,45,10.54,20.00,478.00,No,
P1495,interpolated,5,Block 5,85.0364626,27.4416322,305932.06,3036884.48,45,10.54,20.00,476.00,No,
P1496,interpolated,5,Block 5,85.0364997,27.4418090,305936.04,3036904.01,45,10.54,20.00,476.00,No,
P1497,interpolated,5,Block 5,85.0365368,27.4419859,305940.02,3036923.56,45,10.54,4.56,476.00,No,
P1498,vertex,,,85.0365452,27.4420262,305940.92,3036928.01,45,17.53,20.00,476.00,No,
P1499,interpolated,5,Block 5,85.0366063,27.4421977,305947.26,3036946.92,45,17.53,20.00,481.00,No,
P1500,interpolated,5,Block 5,85.0366673,27.4423692,305953.59,3036965.82,45,17.53,20.00,474.00,No,
P1501,interpolated,,,85.0367283,27.4425407,305959.92,3036984.73,45,17.53,20.00,474.00,No,
P1502,interpolated,5,Block 5,85.0367894,27.4427123,305966.26,3037003.65,45,17.53,20.00,472.00,No,
P1503,interpolated,,,85.0368504,27.4428838,305972.59,3037022.56,45,17.53,20.00,472.00,No,
P1504,interpolated,5,Block 5,85.0369115,27.4430553,305978.93,3037041.47,45,17.53,20.00,485.00,No,
P1505,interpolated,5,Block 5,85.0369725,27.4432268,305985.26,3037060.37,45,17.53,9.93,487.00,No,
P1506,vertex,,,85.0370028,27.4433120,305988.41,3037069.77,45,4.50,20.00,487.00,No,
P1507,interpolated,,,85.0370187,27.4434913,305990.29,3037089.61,45,4.50,20.00,485.00,No,
P1508,interpolated,,,85.0370346,27.4436706,305992.18,3037109.45,45,4.50,20.00,485.00,No,
P1509,interpolated,,,85.0370505,27.4438499,305994.07,3037129.29,45,4.50,20.00,484.00,No,
P1510,interpolated,,,85.0370664,27.4440292,305995.95,3037149.14,45,4.50,20.00,487.00,No,
P1511,interpolated,,,85.0370823,27.4442085,305997.84,3037168.98,45,4.50,20.00,487.00,No,
P1512,interpolated,,,85.0370982,27.4443878,305999.72,3037188.82,45,4.50,20.00,487.00,No,
P1513,interpolated,,,85.0371141,27.4445671,306001.61,3037208.66,45,4.50,20.00,481.00,No,
P1514,interpolated,,,85.0371300,27.4447464,306003.49,3037228.50,45,4.50,20.00,489.00,No,
P1515,interpolated,,,85.0371459,27.4449258,306005.38,3037248.36,45,4.50,20.00,488.00,No,
P1516,interpolated,,,85.0371618,27.4451051,306007.26,3037268.20,45,4.50,20.00,485.00,No,
P1517,interpolated,,,85.0371777,27.4452844,306009.15,3037288.04,45,4.50,20.00,485.00,No,
P1518,interpolated,,,85.0371936,27.4454637,306011.04,3037307.88,45,4.50,20.00,484.00,No,
P1519,interpolated,,,85.0372095,27.4456430,306012.92,3037327.73,45,4.50,20.00,483.00,No,
P1520,interpolated,,,85.0372254,27.4458223,306014.81,3037347.57,45,4.50,20.00,483.00,No,
P1521,interpolated,,,85.0372413,27.4460016,306016.69,3037367.41,45,4.50,20.00,480.00,No,
P1522,interpolated,,,85.0372572,27.4461809,306018.58,3037387.26,45,4.50,15.89,484.00,No,
P1523,vertex,,,85.0372698,27.4463234,306020.07,3037403.02,45,10.10,20.00,484.00,No,
P1524,interpolated,5,Block 5,85.0373054,27.4465005,306023.90,3037422.59,45,10.10,20.00,481.00,No,
P1525,interpolated,,,85.0373409,27.4466775,306027.72,3037442.15,45,10.10,20.00,478.00,No,
P1526,interpolated,5,Block 5,85.0373765,27.4468546,306031.55,3037461.72,45,10.10,20.00,478.00,No,
P1527,interpolated,,,85.0374120,27.4470317,306035.37,3037481.28,45,10.10,20.00,487.00,No,
P1528,interpolated,,,85.0374475,27.4472088,306039.19,3037500.85,45,10.10,20.00,487.00,No,
P1529,interpolated,5,Block 5,85.0374831,27.4473858,306043.02,3037520.41,45,10.10,20.00,492.00,No,
P1530,interpolated,,,85.0375186,27.4475629,306046.84,3037539.98,45,10.10,20.00,492.00,No,
P1531,interpolated,5,Block 5,85.0375542,27.4477400,306050.67,3037559.54,45,10.10,20.00,492.00,No,
P1532,interpolated,,,85.0375897,27.4479171,306054.49,3037579.11,45,10.10,20.00,483.00,No,
P1533,interpolated,5,Block 5,85.0376253,27.4480941,306058.32,3037598.67,45,10.10,20.00,482.00,No,
P1534,interpolated,,,85.0376608,27.4482712,306062.13,3037618.24,45,10.10,20.00,482.00,No,
P1535,interpolated,,,85.0376963,27.4484483,306065.95,3037637.81,45,10.10,20.00,501.00,No,
P1536,interpolated,5,Block 5,85.0377319,27.4486254,306069.78,3037657.37,45,10.10,18.98,497.00,No,
P1537,vertex,,,85.0377656,27.4487934,306073.41,3037675.94,45,25.91,20.00,497.00,No,
P1538,interpolated,5,Block 5,85.0378542,27.4489552,306082.45,3037693.73,45,25.91,20.00,490.00,No,
P1539,interpolated,,,85.0379427,27.4491170,306091.48,3037711.52,45,25.91,20.00,488.00,No,
P1540,interpolated,,,85.0380313,27.4492788,306100.52,3037729.31,45,25.91,20.00,488.00,No,
P1541,interpolated,5,Block 5,85.0381199,27.4494406,306109.56,3037747.10,45,25.91,20.00,474.00,No,
P1542,interpolated,5,Block 5,85.0382084,27.4496023,306118.59,3037764.87,45,25.91,20.00,480.00,No,
P1543,interpolated,5,Block 5,85.0382970,27.4497641,306127.64,3037782.66,45,25.91,20.00,470.00,No,
P1544,interpolated,,,85.0383855,27.4499259,306136.67,3037800.45,45,25.91,6.40,464.00,No,
P1545,vertex,5,Block 5,85.0384139,27.4499777,306139.56,3037806.15,45,28.81,20.00,464.00,No,
P1546,interpolated,5,Block 5,85.0385116,27.4501353,306149.50,3037823.46,45,28.81,20.00,472.00,No,
P1547,interpolated,,,85.0386092,27.4502929,306159.42,3037840.77,45,28.81,20.00,475.00,No,
P1548,interpolated,,,85.0387069,27.4504505,306169.36,3037858.08,45,28.81,20.00,473.00,No,
P1549,interpolated,,,85.0388046,27.4506081,306179.29,3037875.39,45,28.81,20.00,480.00,No,
P1550,interpolated,5,Block 5,85.0389023,27.4507656,306189.22,3037892.69,45,28.81,20.00,471.00,No,
P1551,interpolated,5,Block 5,85.0390000,27.4509232,306199.16,3037910.00,45,28.81,20.00,471.00,No,
P1552,interpolated,5,Block 5,85.0390977,27.4510808,306209.09,3037927.31,45,28.81,20.00,470.00,No,
P1553,interpolated,5,Block 5,85.0391954,27.4512384,306219.02,3037944.62,45,28.81,11.76,470.00,No,
P1554,vertex,5,Block 5,85.0392528,27.4513311,306224.86,3037954.80,45,31.43,20.00,470.00,No,
P1555,interpolated,,,85.0393585,27.4514846,306235.57,3037971.65,45,31.43,20.00,481.00,No,
P1556,interpolated,5,Block 5,85.0394642,27.4516380,306246.29,3037988.48,45,31.43,20.00,479.00,No,
P1557,interpolated,5,Block 5,85.0395699,27.4517915,306257.01,3038005.32,45,31.43,20.00,485.00,No,
P1558,interpolated,,,85.0396756,27.4519450,306267.72,3038022.16,45,31.43,20.00,482.00,No,
P1559,interpolated,5,Block 5,85.0397813,27.4520984,306278.44,3038039.00,45,31.43,20.00,479.00,No,
P1560,interpolated,5,Block 5,85.0398870,27.4522519,306289.16,3038055.84,45,31.43,20.00,479.00,No,
P1561,interpolated,5,Block 5,85.0399927,27.4524054,306299.87,3038072.68,45,31.43,18.74,472.00,No,
P1562,vertex,,,85.0400917,27.4525492,306309.91,3038088.46,45,27.03,20.00,472.00,No,
P1563,interpolated,5,Block 5,85.0401839,27.4527094,306319.31,3038106.07,45,27.03,20.00,474.00,No,
P1564,interpolated,5,Block 5,85.0402760,27.4528696,306328.69,3038123.68,45,27.03,20.00,474.00,No,
P1565,interpolated,5,Block 5,85.0403681,27.4530298,306338.07,3038141.28,45,27.03,20.00,478.00,No,
P1566,interpolated,,,85.0404602,27.4531900,306347.46,3038158.89,45,27.03,20.00,473.00,No,
P1567,interpolated,5,Block 5,85.0405524,27.4533503,306356.85,3038176.51,45,27.03,20.00,473.00,No,
P1568,interpolated,,,85.0406445,27.4535105,306366.24,3038194.12,45,27.03,20.00,476.00,No,
P1569,interpolated,,,85.0407366,27.4536707,306375.62,3038211.72,45,27.03,20.00,476.00,No,
P1570,interpolated,,,85.0408287,27.4538309,306385.00,3038229.33,45,27.03,20.00,475.00,No,
P1571,interpolated,5,Block 5,85.0409209,27.4539911,306394.40,3038246.94,45,27.03,20.00,486.00,No,
P1572,interpolated,5,Block 5,85.0410130,27.4541513,306403.78,3038264.55,45,27.03,6.97,486.00,No,
P1573,vertex,,,85.0410451,27.4542072,306407.05,3038270.69,45,26.12,20.00,486.00,No,
P1574,interpolated,,,85.0411343,27.4543687,306416.15,3038288.45,45,26.12,20.00,482.00,No,
P1575,interpolated,5,Block 5,85.0412236,27.4545302,306425.26,3038306.20,45,26.12,20.00,485.00,No,
P1576,interpolated,,,85.0413128,27.4546917,306434.36,3038323.96,45,26.12,20.00,485.00,No,
P1577,interpolated,,,85.0414020,27.4548532,306443.46,3038341.71,45,26.12,20.00,481.00,No,
P1578,interpolated,,,85.0414912,27.4550147,306452.56,3038359.47,45,26.12,20.00,485.00,No,
P1579,interpolated,5,Block 5,85.0415805,27.4551762,306461.67,3038377.22,45,26.12,20.00,478.00,No,
P1580,interpolated,,,85.0416697,27.4553377,306470.76,3038394.98,45,26.12,20.00,475.00,No,
P1581,interpolated,,,85.0417589,27.4554992,306479.86,3038412.74,45,26.12,20.00,478.00,No,
P1582,interpolated,,,85.0418481,27.4556607,306488.96,3038430.49,45,26.12,20.00,470.00,No,
P1583,interpolated,5,Block 5,85.0419374,27.4558222,306498.07,3038448.25,45,26.12,13.71,470.00,No,
P1584,vertex,,,85.0419985,27.4559329,306504.30,3038460.42,45,154.86,20.00,470.00,No,
P1585,interpolated,5,Block 5,85.0420846,27.4557700,306512.53,3038442.24,45,154.86,20.00,470.00,No,
P1586,interpolated,5,Block 5,85.0421707,27.4556072,306520.76,3038424.06,45,154.86,20.00,470.00,No,
P1587,interpolated,5,Block 5,85.0422568,27.4554444,306528.98,3038405.89,45,154.86,20.00,483.00,No,
P1588,interpolated,5,Block 5,85.0423429,27.4552815,306537.21,3038387.70,45,154.86,20.00,490.00,No,
P1589,interpolated,5,Block 5,85.0424290,27.4551187,306545.44,3038369.53,45,154.86,20.00,490.00,No,
P1590,interpolated,5,Block 5,85.0425151,27.4549559,306553.66,3038351.36,45,154.86,20.00,494.00,No,
P1591,interpolated,5,Block 5,85.0426012,27.4547930,306561.89,3038333.18,45,154.86,20.00,490.00,No,
P1592,interpolated,5,Block 5,85.0426873,27.4546302,306570.12,3038315.00,45,154.86,20.00,498.00,No,
P1593,interpolated,5,Block 5,85.0427734,27.4544674,306578.34,3038296.83,45,154.86,20.00,503.00,No,
P1594,interpolated,5,Block 5,85.0428595,27.4543045,306586.57,3038278.64,45,154.86,20.00,501.00,No,
P1595,interpolated,5,Block 5,85.0429456,27.4541417,306594.80,3038260.47,45,154.86,20.00,512.00,No,
P1596,interpolated,5,Block 5,85.0430317,27.4539789,306603.02,3038242.30,45,154.86,20.00,512.00,No,
P1597,interpolated,5,Block 5,85.0431178,27.4538160,306611.25,3038224.12,45,154.86,20.00,535.00,No,
P1598,interpolated,5,Block 5,85.0432039,27.4536532,306619.47,3038205.94,45,154.86,20.00,548.00,No,
P1599,interpolated,5,Block 5,85.0432900,27.4534904,306627.70,3038187.77,45,154.86,20.00,548.00,No,
P1600,interpolated,5,Block 5,85.0433761,27.4533276,306635.93,3038169.60,45,154.86,20.00,549.00,No,
P1601,interpolated,5,Block 5,85.0434622,27.4531647,306644.15,3038151.41,45,154.86,20.00,549.00,No,
P1602,interpolated,5,Block 5,85.0435483,27.4530019,306652.38,3038133.24,45,154.86,20.00,544.00,No,
P1603,interpolated,5,Block 5,85.0436344,27.4528391,306660.61,3038115.07,45,154.86,20.00,545.00,No,
P1604,interpolated,5,Block 5,85.0437205,27.4526762,306668.83,3038096.88,45,154.86,20.00,545.00,No,
P1605,interpolated,5,Block 5,85.0438066,27.4525134,306677.06,3038078.71,45,154.86,20.00,537.00,No,
P1606,interpolated,5,Block 5,85.0438926,27.4523506,306685.28,3038060.54,45,154.86,20.00,546.00,No,
P1607,interpolated,5,Block 5,85.0439787,27.4521877,306693.50,3038042.35,45,154.86,20.00,543.00,No,
P1608,interpolated,5,Block 5,85.0440648,27.4520249,306701.73,3038024.18,45,154.86,20.00,550.00,No,
P1609,interpolated,5,Block 5,85.0441509,27.4518621,306709.96,3038006.01,45,154.86,20.00,554.00,No,
P1610,interpolated,5,Block 5,85.0442370,27.4516992,306718.18,3037987.82,45,154.86,20.00,563.00,No,
P1611,interpolated,5,Block 5,85.0443231,27.4515364,306726.41,3037969.65,45,154.86,20.00,563.00,No,
P1612,interpolated,5,Block 5,85.0444092,27.4513736,306734.64,3037951.48,45,154.87,20.00,570.00,No,
P1613,interpolated,5,Block 5,85.0444953,27.4512107,306742.87,3037933.29,45,154.87,20.00,577.00,No,
P1614,interpolated,5,Block 5,85.0445814,27.4510479,306751.09,3037915.12,45,154.87,20.00,577.00,No,
P1615,interpolated,5,Block 5,85.0446675,27.4508851,306759.32,3037896.95,45,154.87,20.00,584.00,No,
